pid,latitude,longitude,height
3m8ox5lmiv,51.126137,16.99452,124.3
3m8ox60MJ6,51.132404,16.99048,123.3
3m8ox5lmio,51.1261,16.994184,128.2
3m8ox5qjcr,51.128956,16.99882,122.5
3m8ox5lmiy,51.126156,16.994677,123.2
3m8ox5lmip,51.126102,16.99424,127.9
3m8ox5lmin,51.126095,16.994165,130.1
3m8ox5r0fu,51.12909,16.998856,123.1
3m8ox5qSZo,51.128826,16.998789,122.0
3m8ox5sevF,51.12855,16.988161,129.8
3m8ox5lmil,51.12608,16.994036,129.6
3m8ox5m3mL,51.126434,16.995922,124.4
3m8ox5m3mM,51.126442,16.995958,123.3
3m8ox5rpmC,51.128193,16.988344,124.6
3m8ox5zoCo,51.132057,16.989706,122.7
3m8ox5rHiy,51.129223,16.998915,122.0
3m8ox5m3mO,51.126457,16.99609,123.8
3m8ox60MJ3,51.13238,16.9903,123.3
3m8ox5qSZp,51.128834,16.99886,122.5
3m8ox5svyG,51.128662,16.988039,128.7
3m8ox605Fu,51.13221,16.989916,123.1
3m8ox5zoCm,51.132042,16.989597,123.2
3m8ox5sevD,51.12854,16.988075,131.4
3m8ox5lmid,51.126003,16.993431,123.8
3m8ox5rpmB,51.12818,16.988264,123.6
3m8ox5r0fw,51.1291,16.998959,122.3
3m8ox5tD1I,51.12878,16.987965,127.0
3m8ox5mbrH,51.12617,16.99167,125.4
3m8ox5zX9f,51.13188,16.989307,121.9
3m8ox5s6pD,51.1283,16.988173,121.2
3m8ox5mKoL,51.12609,16.99205,124.6
3m8ox5mbrG,51.126167,16.991636,126.6
3m8ox5svyF,51.12866,16.987988,129.1
3m8ox5nR0A,51.126434,16.990673,120.6
3m8ox5lmjF,51.126278,16.995678,122.4
3m8ox5rHj0,51.129234,16.999008,120.9
3m8ox5mbrE,51.126167,16.991615,131.2
3m8ox5zX9e,51.131874,16.98927,122.9
3m8ox5r0fx,51.12911,16.998999,121.4
3m8ox60MJ0,51.13236,16.99011,122.8
3m8ox5sNsD,51.128414,16.988077,124.2
3m8ox5mKoK,51.126083,16.991995,124.7
3m8ox5lmjH,51.12629,16.99578,121.6
3m8ox5zX9d,51.13187,16.989223,123.6
3m8ox5m3lP,51.12601,16.99244,124.1
3m8ox60MIz,51.132355,16.990059,123.1
3m8ox5mbrD,51.126156,16.991543,130.6
3m8ox5zoCj,51.132023,16.989435,124.1
3m8ox5lmiW,51.125957,16.993027,124.6
3m8ox5lVfq,51.126,16.99442,126.2
3m8ox5zX9c,51.131866,16.989183,124.6
3m8ox5svyE,51.12865,16.987925,129.0
3m8ox5m3lO,51.126003,16.992374,123.9
3m8ox5lVfw,51.126038,16.994738,124.2
3m8ox5lVfu,51.126034,16.994713,128.7
3m8ox5lVft,51.12602,16.994606,126.5
3m8ox5lmiV,51.12595,16.992964,124.4
3m8ox5lVfv,51.126034,16.994726,126.5
3m8ox60MIy,51.132343,16.989986,122.6
3m8ox5m3mV,51.126507,16.996504,123.6
3m8ox5lmjK,51.126316,16.995981,122.6
3m8ox5mKoH,51.12607,16.991852,126.4
3m8ox5tD1G,51.12877,16.987858,127.6
3m8ox61BSe,51.13298,16.992046,123.3
3m8ox5r0fz,51.129116,16.99908,119.6
3m8ox5tU4J,51.12889,16.98781,124.5
3m8ox5svyD,51.128647,16.98789,130.1
3m8ox5zoCi,51.13201,16.989347,122.7
